Treatment (1-34);Cultivar;Pathogen;Soiltype;Block nr.;Plant nr.;T3 disease (0-1);T4 disease (# leaves);T5 disease (%);T5 affected (0-1);T6 disease (%);T6 affected (0-1);T7 disease (%);T7 affected (0-1);T8 disease (%);T8 mate disease (0-3);T8 affected (0-1);T9 disease (%);T9 mate disease (0-3);T9 affected (0-1);T5 length (cm);T5 Relative Growth Rate RGR (cm);T9 length (cm);T9 RGR (cm)
33;130.857.000;negative control;Potting Soil;2;1003;0;0;0;0;0;0;0;0;0;0;0;5;1;0;70,64;56,77;75,53;61,66
33;130.857.000;negative control;Potting Soil;2;1004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62,04;50,31;71,96;60,23
33;130.857.000;negative control;Potting Soil;2;1005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54,39;41,36;66,41;53,38
33;130.857.000;negative control;Potting Soil;2;1006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59,89;45,97;71,08;57,16
33;130.857.000;negative control;Potting Soil;2;1007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58,3;44,78;71,94;58,42
33;130.857.000;negative control;Potting Soil;2;1008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61,59;48,56;77,05;64,02
33;130.857.000;negative control;Potting Soil;3;1009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57,67;45,03;72,76;60,12
33;130.857.000;negative control;Potting Soil;3;1010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55,39;43,41;67,83;55,85
33;130.857.000;negative control;Potting Soil;3;1011;0;0;0;0;0;0;0;0;15;1;1;15;2;1;58,07;46,76;70,15;58,84
33;130.857.000;negative control;Potting Soil;3;1012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67,4;54,87;76,54;64,01
33;130.857.000;negative control;Potting Soil;3;1013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65,64;52,92;72,54;59,82
33;130.857.000;negative control;Potting Soil;3;1014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61,23;48,97;72,83;60,57
33;130.857.000;negative control;Potting Soil;3;1015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64,77;53,66;79,13;68,02
33;130.857.000;negative control;Potting Soil;3;1016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69,58;58,24;79,29;67,95
33;130.857.000;negative control;Potting Soil;4;1017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67,05;56,33;74,37;63,65
33;130.857.000;negative control;Potting Soil;4;1018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66,71;55,2;73,56;62,05
33;130.857.000;negative control;Potting Soil;4;1019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68,14;55,85;73,54;61,25
33;130.857.000;negative control;Potting Soil;4;1020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69,31;58,39;83,94;73,02
33;130.857.000;negative control;Potting Soil;4;1021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68,21;55,9;79,83;67,52
33;130.857.000;negative control;Potting Soil;4;1022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67,66;55,15;81,91;69,4
33;130.857.000;negative control;Potting Soil;4;1023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67,34;53,62;81,98;68,26
33;130.857.000;negative control;Potting Soil;4;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63,02;49,69;74,14;60,81
34;130.857.000;Conidia;Potting Soil;1;1025;0;0;0;0;60;1;85;1;85;2;1;90;3;1;66,01;54,39;78,8;67,18
34;130.857.000;Conidia;Potting Soil;1;1026;0;0;15;1;50;1;80;1;80;3;1;90;3;1;64,22;52,27;75,43;63,48
34;130.857.000;Conidia;Potting Soil;1;1027;0;1;10;1;20;1;35;1;35;3;1;65;3;1;64,55;50,6;75,91;61,96
34;130.857.000;Conidia;Potting Soil;1;1028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52,15;41,69;70,74;60,28
34;130.857.000;Conidia;Potting Soil;1;1029;0;0;0;0;0;0;5;0;5;1;0;10;1;1;66,88;53,43;72,43;58,98
34;130.857.000;Conidia;Potting Soil;1;1030;0;1;40;1;35;1;75;1;85;3;1;85;3;1;65,67;53,99;76,53;64,85
34;130.857.000;Conidia;Potting Soil;1;1031;0;0;35;1;40;1;70;1;80;3;1;80;3;1;59,52;50,58;73,67;64,73
34;130.857.000;Conidia;Potting Soil;1;1032;0;2;15;1;40;1;60;1;75;3;1;80;3;1;63,84;54,41;74,49;65,06
34;130.857.000;Conidia;Potting Soil;2;1033;0;1;10;1;15;1;40;1;40;3;1;70;3;1;59,4;47,96;70,26;58,82
34;130.857.000;Conidia;Potting Soil;2;1034;0;0;20;1;50;1;50;1;50;3;1;65;3;1;59,59;47,43;69,59;57,43
34;130.857.000;Conidia;Potting Soil;2;1035;0;1;20;1;50;1;65;1;65;3;1;75;3;1;66,61;53,8;75,55;62,74
34;130.857.000;Conidia;Potting Soil;2;1036;0;1;25;1;60;1;65;1;75;2;1;85;3;1;68,62;56,09;83,21;70,68
34;130.857.000;Conidia;Potting Soil;2;1037;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68,42;55,88;83,43;70,89
34;130.857.000;Conidia;Potting Soil;2;1038;0;0;5;0;10;1;35;1;35;1;1;40;2;1;67,97;57,31;80,7;70,04
34;130.857.000;Conidia;Potting Soil;2;1039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66,38;54,85;82,45;70,92
34;130.857.000;Conidia;Potting Soil;2;1040;0;0;15;1;20;1;75;1;75;2;1;75;2;1;70,07;59,71;87,34;76,98
34;130.857.000;Conidia;Potting Soil;3;1041;0;0;0;0;10;1;50;1;55;3;1;80;3;1;68,46;56,53;85,39;73,46
34;130.857.000;Conidia;Potting Soil;3;1042;0;0;0;0;5;0;25;1;25;2;1;80;3;1;57,1;46,48;81,39;70,77
34;130.857.000;Conidia;Potting Soil;3;1043;0;0;55;1;55;1;75;1;75;3;1;80;3;1;61,13;48,41;78,09;65,37
34;130.857.000;Conidia;Potting Soil;3;1044;0;0;20;1;20;1;75;1;90;3;1;90;3;1;63,66;51,52;70,26;58,12
34;130.857.000;Conidia;Potting Soil;3;1045;0;0;55;1;60;1;80;1;95;3;1;95;3;1;66,23;55,05;72,31;61,13
34;130.857.000;Conidia;Potting Soil;3;1046;0;0;10;1;10;1;10;1;5;1;0;5;1;0;64,87;53,15;77,8;66,08
34;130.857.000;Conidia;Potting Soil;3;1047;0;0;10;1;10;1;20;1;20;3;1;35;3;1;63,92;53,21;73,48;62,77
34;130.857.000;Conidia;Potting Soil;3;1048;0;0;60;1;60;1;60;1;80;3;1;95;3;1;63,53;51,35;68,86;56,68
34;130.857.000;Conidia;Potting Soil;4;1049;0;0;70;1;70;1;75;1;75;3;1;80;3;1;64,93;53,33;74,15;62,55
34;130.857.000;Conidia;Potting Soil;4;1050;0;0;75;1;75;1;75;1;90;3;1;95;3;1;67,96;56,49;74,06;62,59
34;130.857.000;Conidia;Potting Soil;4;1051;0;0;40;1;40;1;70;1;70;2;1;70;2;1;66,55;53,15;73,77;60,37
34;130.857.000;Conidia;Potting Soil;4;1052;0;0;40;1;40;1;60;1;70;2;1;70;2;1;56,86;46,97;67,8;57,91
34;130.857.000;Conidia;Potting Soil;4;1053;0;0;80;1;85;1;85;1;85;3;1;90;3;1;61,97;52,04;71,97;62,04
34;130.857.000;Conidia;Potting Soil;4;1054;0;0;65;1;70;1;80;1;85;3;1;95;3;1;53,72;44,67;63,21;54,16
34;130.857.000;Conidia;Potting Soil;4;1055;0;0;70;1;75;1;80;1;90;3;1;95;3;1;70,23;59,84;79,92;69,53
34;130.857.000;Conidia;Potting Soil;4;1056;0;0;70;1;70;1;80;1;90;3;1;95;3;1;64,59;53,09;71,14;59,64
;;;;;;;;;;;;;;;;;;;;61,57;49,81;71,29;59,53
;;;;;;;;;;;;;;;;;;;;58,85;47,28;66,61;55,04
;;;;;;;;;;;;;;;;;;;;64,27;54,01;72,75;62,49
