Treatment (1-34);Cultivar;Pathogen;Soiltype;Block nr.;Plant nr.;T3 disease (0-1);T4 disease (# leaves);T5 disease (%);T5 affected (0-1);T6 disease (%);T6 affected (0-1);T7 disease (%);T7 affected (0-1);T8 disease (%);T8 mate disease (0-3);T8 affected (0-1);T9 disease (%);T9 mate disease (0-3);T9 affected (0-1);T5 length (cm);T5 Relative Growth Rate RGR (cm);T9 length (cm);T9 RGR (cm)
1;Kennedy;negative control;Soil;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59,73;50,85;65,15;56,27
1;Kennedy;negative control;Soil;1;2;0;0;0;0;0;0;0;0;5;1;0;5;1;0;58,82;50,67;65,29;57,14
1;Kennedy;negative control;Soil;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59,44;52,14;66,49;59,19
1;Kennedy;negative control;Soil;1;4;0;0;0;0;0;0;0;0;5;1;0;5;1;0;70,27;64,27;76,19;70,19
1;Kennedy;negative control;Soil;1;5;0;0;0;0;0;0;0;0;5;1;0;5;1;0;72,23;65,39;79,21;72,37
1;Kennedy;negative control;Soil;1;6;0;0;0;0;0;0;0;0;5;1;0;5;1;0;62,29;55,13;75,1;67,94
1;Kennedy;negative control;Soil;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63,96;55,27;73,58;64,89
1;Kennedy;negative control;Soil;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64,13;53,41;72,26;61,54
1;Kennedy;negative control;Soil;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59,39;47,84;75,08;63,53
1;Kennedy;negative control;Soil;2;10;0;0;0;0;0;0;0;0;0;0;0;5;1;0;67,28;55,59;79,2;67,51
1;Kennedy;negative control;Soil;2;11;1;4;10;1;100;1;100;1;100;3;1;100;3;1;47,62;33,98;50,18;36,54
1;Kennedy;negative control;Soil;2;12;0;0;0;0;0;0;0;0;0;0;0;5;1;0;67,11;55,63;82,19;70,71
1;Kennedy;negative control;Soil;2;13;0;0;0;0;5;0;5;0;5;1;0;5;1;0;67,22;55,83;81,11;69,72
1;Kennedy;negative control;Soil;2;14;0;0;0;0;0;0;0;0;0;0;0;5;1;0;66,82;54,41;80,42;68,01
1;Kennedy;negative control;Soil;2;15;0;0;0;0;0;0;0;0;0;0;0;5;1;0;66,96;52,53;79,29;64,86
1;Kennedy;negative control;Soil;2;16;0;0;0;0;0;0;0;0;0;0;0;5;1;0;61,86;50,92;73,92;62,98
1;Kennedy;negative control;Soil;3;17;0;0;0;0;0;0;0;0;5;1;0;5;1;0;68,96;59,05;76,76;66,85
1;Kennedy;negative control;Soil;3;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66,46;56,39;74,49;64,42
1;Kennedy;negative control;Soil;3;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67,76;58,03;76,14;66,41
1;Kennedy;negative control;Soil;3;20;0;0;0;0;0;0;0;0;100;1;1;100;3;1;60,39;51,55;64,48;55,64
1;Kennedy;negative control;Soil;3;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67,46;55,98;75,58;64,1
1;Kennedy;negative control;Soil;4;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71,71;59,38;77,57;65,24
1;Kennedy;negative control;Soil;4;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65,55;54,27;74,93;63,65
1;Kennedy;negative control;Soil;4;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74,01;60,41;81,53;67,93
1;Kennedy;negative control;Soil;4;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67,13;55,47;71;59,34
1;Kennedy;negative control;Soil;4;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69,98;57,83;73,7;61,55
1;Kennedy;negative control;Soil;4;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67,15;55,83;70,37;59,05
1;Kennedy;negative control;Soil;4;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75,28;61,92;78,64;65,28
1;Kennedy;negative control;Soil;4;32;0;0;0;0;0;0;0;0;0;0;0;5;1;0;67,25;56,56;73,65;62,96
2;Kennedy;Microsclerotia;Soil;1;33;0;0;10;1;0;0;5;0;20;1;1;50;1;1;73,22;60,8;80,29;67,87
2;Kennedy;Microsclerotia;Soil;1;34;0;0;0;0;0;0;0;0;5;1;0;5;1;0;72,6;59,3;80,73;67,43
2;Kennedy;Microsclerotia;Soil;1;35;0;0;0;0;5;0;20;1;40;3;1;40;3;1;70,31;57,06;74,6;61,35
2;Kennedy;Microsclerotia;Soil;1;36;0;0;0;0;5;0;25;1;25;2;1;25;2;1;52,38;43,74;58,28;49,64
2;Kennedy;Microsclerotia;Soil;1;37;0;0;0;0;0;0;0;0;0;0;0;15;2;1;53,6;45,44;61,47;53,31
2;Kennedy;Microsclerotia;Soil;1;38;0;0;0;0;0;0;0;0;0;0;0;5;1;0;63,18;54,27;68,9;59,99
2;Kennedy;Microsclerotia;Soil;1;39;0;0;0;0;0;0;15;1;65;1;1;65;1;1;62,29;52,51;67,02;57,24
2;Kennedy;Microsclerotia;Soil;1;40;0;0;0;0;0;0;0;0;10;1;1;10;1;1;66,91;55,19;73,75;62,03
2;Kennedy;Microsclerotia;Soil;2;41;;;5;0;5;0;5;0;5;1;0;5;1;0;65,21;55,26;71,23;61,28
2;Kennedy;Microsclerotia;Soil;2;42;0;0;0;0;0;0;5;0;25;1;1;40;1;1;61,12;51;67,58;57,46
2;Kennedy;Microsclerotia;Soil;2;43;0;0;0;0;0;0;0;0;0;0;0;10;1;1;66,98;57,24;73,7;63,96
2;Kennedy;Microsclerotia;Soil;2;44;0;0;0;0;0;0;5;0;30;1;1;60;1;1;;;38,69;38,69
2;Kennedy;Microsclerotia;Soil;2;45;0;0;0;0;0;0;5;0;25;1;1;60;1;1;62,8;53,14;72,53;62,87
2;Kennedy;Microsclerotia;Soil;2;46;0;0;0;0;0;0;0;0;0;0;0;10;1;1;62,63;53,9;70,99;62,26
2;Kennedy;Microsclerotia;Soil;2;47;0;0;0;0;0;0;5;0;15;1;1;40;1;1;62,78;51,69;71,9;60,81
2;Kennedy;Microsclerotia;Soil;2;48;0;0;0;0;0;0;0;0;0;0;0;5;1;0;61,34;48,41;72,08;59,15
2;Kennedy;Microsclerotia;Soil;3;49;0;5;100;1;100;1;100;1;100;3;1;100;3;1;57,23;50;72,11;64,88
2;Kennedy;Microsclerotia;Soil;3;50;0;0;0;0;0;0;5;0;60;1;1;70;1;1;59,97;49,51;72,91;62,45
2;Kennedy;Microsclerotia;Soil;3;51;0;0;100;1;100;1;100;1;100;1;1;100;3;1;50,11;43,02;61,3;54,21
2;Kennedy;Microsclerotia;Soil;3;52;0;0;5;0;15;1;15;1;20;1;1;20;2;1;35,85;26,4;32,8;23,35
2;Kennedy;Microsclerotia;Soil;3;53;0;0;0;0;5;0;15;1;95;3;1;95;3;1;61,45;50,18;66,22;54,95
2;Kennedy;Microsclerotia;Soil;3;54;0;0;0;0;0;0;10;1;25;1;1;25;2;1;23,95;14,5;24,77;15,32
2;Kennedy;Microsclerotia;Soil;3;55;0;0;0;0;0;0;0;0;40;1;1;40;1;1;50,25;39,78;56,31;45,84
2;Kennedy;Microsclerotia;Soil;3;56;0;0;0;0;0;0;15;1;50;1;1;50;1;1;53,26;41,95;61,16;49,85
2;Kennedy;Microsclerotia;Soil;4;57;0;0;0;0;0;0;40;1;70;1;1;70;2;1;57,25;44,64;62,58;49,97
2;Kennedy;Microsclerotia;Soil;4;58;0;0;0;0;5;0;55;1;70;1;1;70;1;1;60,88;47,99;64,19;51,3
2;Kennedy;Microsclerotia;Soil;4;59;0;0;0;0;0;0;0;0;5;1;0;40;1;1;69,86;54,96;72,83;57,93
2;Kennedy;Microsclerotia;Soil;4;60;1;0;0;0;5;0;5;0;10;3;1;10;3;1;78,37;67,38;78,68;67,69
2;Kennedy;Microsclerotia;Soil;4;61;0;0;0;0;0;0;0;0;15;1;1;40;2;1;72,86;61,6;72,23;60,97
2;Kennedy;Microsclerotia;Soil;4;62;0;0;0;0;0;0;5;0;60;1;1;60;1;1;73,38;62,16;75,59;64,37
2;Kennedy;Microsclerotia;Soil;4;63;0;0;0;0;0;0;0;0;0;1;0;10;1;1;72,03;60,73;74,08;62,78
2;Kennedy;Microsclerotia;Soil;4;64;0;0;0;0;0;0;50;1;80;1;1;80;1;1;70,56;60,95;72,25;62,64
3;Kennedy;Conidia;Soil;1;65;0;0;0;0;5;0;5;0;15;1;1;70;1;1;70,25;61,29;77,11;68,15
3;Kennedy;Conidia;Soil;1;66;0;0;0;0;0;0;15;1;20;1;1;45;1;1;67,94;55,61;71,73;59,4
3;Kennedy;Conidia;Soil;1;67;0;1;10;1;15;1;40;1;40;3;1;65;3;1;65,44;51,1;71,82;57,48
3;Kennedy;Conidia;Soil;1;68;0;0;10;1;40;1;60;1;65;3;1;80;3;1;66,65;54,99;73,74;62,08
3;Kennedy;Conidia;Soil;1;69;0;0;5;0;5;0;50;1;60;1;1;60;1;1;65,51;55,36;73,49;63,34
3;Kennedy;Conidia;Soil;1;70;0;0;0;0;5;0;30;1;65;2;1;65;2;1;70,17;59,23;75,3;64,36
3;Kennedy;Conidia;Soil;1;71;0;0;0;0;0;0;5;0;35;1;1;50;1;1;66,43;53,52;74,88;61,97
3;Kennedy;Conidia;Soil;1;72;0;0;0;0;0;0;0;0;30;1;1;60;1;1;69,91;54,97;79,45;64,51
3;Kennedy;Conidia;Soil;2;73;0;2;5;0;5;0;60;1;60;1;1;65;2;1;64,58;52,04;76,35;63,81
3;Kennedy;Conidia;Soil;2;74;0;0;5;0;10;1;65;1;70;1;1;80;1;1;66,63;54,74;70,78;58,89
3;Kennedy;Conidia;Soil;2;75;1;0;5;0;5;0;70;1;75;2;1;85;2;1;66,96;54,1;75,06;62,2
3;Kennedy;Conidia;Soil;2;76;0;0;0;0;10;1;50;1;70;2;1;75;2;1;61,55;50,63;76,9;65,98
3;Kennedy;Conidia;Soil;2;77;0;0;5;0;5;0;60;1;70;1;1;80;1;1;61,03;47,77;73,85;60,59
3;Kennedy;Conidia;Soil;2;78;0;0;0;0;15;1;55;1;70;1;1;85;1;1;58,57;45,25;71,41;58,09
3;Kennedy;Conidia;Soil;2;79;0;0;0;0;10;1;60;1;75;1;1;85;1;1;55,14;43,24;66,34;54,44
3;Kennedy;Conidia;Soil;2;80;1;2;5;0;10;1;55;1;65;2;1;85;2;1;64,37;52,63;77,65;65,91
3;Kennedy;Conidia;Soil;3;81;0;0;20;1;30;1;60;1;70;2;1;85;3;1;58,57;47,47;71,96;60,86
3;Kennedy;Conidia;Soil;3;82;0;0;5;0;35;1;75;1;80;2;1;90;2;1;59,67;45,67;72,02;58,02
3;Kennedy;Conidia;Soil;3;83;0;1;5;0;15;1;30;1;55;2;1;70;2;1;56,82;41,3;69,3;53,78
3;Kennedy;Conidia;Soil;3;84;0;0;5;0;15;1;20;1;55;1;1;75;1;1;63,87;52,28;70,61;59,02
3;Kennedy;Conidia;Soil;3;85;0;0;0;0;5;0;30;1;55;2;1;75;2;1;65,25;53,29;70,39;58,43
3;Kennedy;Conidia;Soil;3;86;0;0;5;0;15;1;50;1;60;1;1;65;2;1;67,26;55,07;74,23;62,04
3;Kennedy;Conidia;Soil;3;87;0;0;5;0;15;1;60;1;80;1;1;85;2;1;61,6;48,48;66,66;53,54
3;Kennedy;Conidia;Soil;3;88;0;0;5;0;10;1;40;1;55;1;1;85;1;1;63,81;51,44;69,75;57,38
3;Kennedy;Conidia;Soil;4;89;0;0;25;1;25;1;50;1;70;1;1;80;2;1;57,7;42,79;61,35;46,44
3;Kennedy;Conidia;Soil;4;90;0;0;5;0;5;0;50;1;80;1;1;80;1;1;66,06;52,58;69,42;55,94
3;Kennedy;Conidia;Soil;4;91;0;0;10;1;15;1;50;1;85;1;1;90;1;1;65,53;54,27;71,36;60,1
3;Kennedy;Conidia;Soil;4;92;0;0;0;0;0;0;15;1;80;1;1;90;2;1;63,54;49,95;69,51;55,92
3;Kennedy;Conidia;Soil;4;93;0;0;0;0;10;1;40;1;60;1;1;70;1;1;61,24;49,96;69,43;58,15
3;Kennedy;Conidia;Soil;4;94;0;0;0;0;0;0;50;1;80;2;1;90;2;1;51,48;42,57;58,71;49,8
3;Kennedy;Conidia;Soil;4;95;0;0;0;0;0;0;50;1;60;1;1;70;2;1;64,73;52,44;72,69;60,4
3;Kennedy;Conidia;Soil;4;96;0;0;0;0;0;0;30;1;50;1;1;70;2;1;61,75;49,66;68,98;56,89
4;Kennedy;negative control;Potting Soil;1;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66,57;54,7;75,59;63,72
4;Kennedy;negative control;Potting Soil;1;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69,07;58,21;77,44;66,58
4;Kennedy;negative control;Potting Soil;1;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56,48;47,35;62,49;53,36
4;Kennedy;negative control;Potting Soil;1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65,68;55,42;76,12;65,86
4;Kennedy;negative control;Potting Soil;1;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72,07;61,3;74,47;63,7
4;Kennedy;negative control;Potting Soil;1;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80,4;66,64;83,46;69,7
4;Kennedy;negative control;Potting Soil;1;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78,28;65,5;83,25;70,47
4;Kennedy;negative control;Potting Soil;1;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79,92;66,91;83,14;70,13
4;Kennedy;negative control;Potting Soil;2;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73,73;60,72;78,33;65,32
4;Kennedy;negative control;Potting Soil;2;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73,61;61,06;77,86;65,31
4;Kennedy;negative control;Potting Soil;2;107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66,78;54,36;73,37;60,95
4;Kennedy;negative control;Potting Soil;2;108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77,48;64,39;83,42;70,33
4;Kennedy;negative control;Potting Soil;2;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75,62;60,23;80,95;65,56
4;Kennedy;negative control;Potting Soil;2;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75,43;60,6;84,47;69,64
4;Kennedy;negative control;Potting Soil;2;111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75,63;59,83;84,34;68,54
4;Kennedy;negative control;Potting Soil;2;112;0;0;0;0;0;0;0;0;0;0;0;5;1;0;64,04;51,48;75,84;63,28
4;Kennedy;negative control;Potting Soil;3;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64,05;50,34;77,13;63,42
4;Kennedy;negative control;Potting Soil;3;114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63,1;48,05;76,59;61,54
4;Kennedy;negative control;Potting Soil;3;115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65,31;55,27;77,29;67,25
4;Kennedy;negative control;Potting Soil;3;116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74,43;61,1;78,87;65,54
4;Kennedy;negative control;Potting Soil;3;117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76,59;64,01;80,56;67,98
4;Kennedy;negative control;Potting Soil;3;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79,82;67,91;80,44;68,53
4;Kennedy;negative control;Potting Soil;3;119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78,84;66,11;83,55;70,82
4;Kennedy;negative control;Potting Soil;3;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80,42;67,78;83,59;70,95
4;Kennedy;negative control;Potting Soil;4;121;0;0;0;0;0;0;0;0;5;1;0;5;1;0;77,6;63,12;81,56;67,08
4;Kennedy;negative control;Potting Soil;4;122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79,8;64,78;85,84;70,82
4;Kennedy;negative control;Potting Soil;4;123;0;0;0;0;0;0;0;0;5;1;0;5;1;0;73,91;59,75;79,77;65,61
4;Kennedy;negative control;Potting Soil;4;124;0;0;0;0;0;0;0;0;5;1;0;5;1;0;75,44;62,6;85,8;72,96
4;Kennedy;negative control;Potting Soil;4;125;0;0;0;0;0;0;0;0;5;1;0;5;1;0;67,29;52,67;79,44;64,82
4;Kennedy;negative control;Potting Soil;4;126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75,75;64,17;85,91;74,33
4;Kennedy;negative control;Potting Soil;4;127;0;0;0;0;0;0;0;0;5;1;0;5;1;0;75,07;64,03;84,04;73
4;Kennedy;negative control;Potting Soil;4;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75,19;63,94;85,08;73,83
5;Kennedy;Microsclerotia;Potting Soil;1;129;0;4;25;1;40;1;50;1;75;1;1;85;2;1;75,75;62,58;85,12;71,95
5;Kennedy;Microsclerotia;Potting Soil;1;130;0;5;25;1;45;1;70;1;80;3;1;95;3;1;70,28;56,62;78,05;64,39
5;Kennedy;Microsclerotia;Potting Soil;1;131;0;4;15;1;55;1;55;1;75;1;1;90;2;1;65,62;53,54;73,6;61,52
5;Kennedy;Microsclerotia;Potting Soil;1;132;0;0;10;1;60;1;60;1;70;1;1;85;2;1;63,84;54,08;72,74;62,98
5;Kennedy;Microsclerotia;Potting Soil;1;133;0;0;5;0;60;1;60;1;65;1;1;80;2;1;70,64;57,04;74,41;60,81
5;Kennedy;Microsclerotia;Potting Soil;1;134;0;0;5;0;5;0;5;0;5;1;0;15;1;1;67,9;55,6;70,98;58,68
5;Kennedy;Microsclerotia;Potting Soil;1;135;0;0;0;0;20;1;30;1;30;1;1;65;1;1;75,92;62,16;82,52;68,76
5;Kennedy;Microsclerotia;Potting Soil;1;136;0;0;5;0;10;1;15;1;15;1;1;30;1;1;72,91;60,14;78,6;65,83
5;Kennedy;Microsclerotia;Potting Soil;2;137;0;0;5;0;5;0;15;1;25;2;1;35;2;1;76,33;63,17;84,65;71,49
5;Kennedy;Microsclerotia;Potting Soil;2;138;0;0;0;0;0;0;5;0;5;1;0;5;1;0;69,19;56,79;76,34;63,94
5;Kennedy;Microsclerotia;Potting Soil;2;139;0;0;15;1;25;1;25;1;40;1;1;80;1;1;75,55;58,61;83,44;66,5
5;Kennedy;Microsclerotia;Potting Soil;2;140;0;0;10;1;15;1;30;1;55;1;1;75;1;1;62,46;49,94;78,22;65,7
5;Kennedy;Microsclerotia;Potting Soil;2;141;0;0;5;0;15;1;40;1;65;1;1;80;1;1;64,28;49,94;79,44;65,1
5;Kennedy;Microsclerotia;Potting Soil;2;142;0;0;10;1;15;1;50;1;65;1;1;80;2;1;60,12;46,11;77,28;63,27
5;Kennedy;Microsclerotia;Potting Soil;2;143;0;0;5;0;15;1;40;1;65;1;1;75;2;1;61,52;47,91;74,94;61,33
5;Kennedy;Microsclerotia;Potting Soil;2;144;0;0;5;0;10;1;45;1;75;1;1;80;1;1;63,57;49,72;80,62;66,77
5;Kennedy;Microsclerotia;Potting Soil;3;145;0;0;0;0;0;0;10;1;50;1;1;55;1;1;61,71;48,12;73,21;59,62
5;Kennedy;Microsclerotia;Potting Soil;3;146;0;0;5;0;5;0;10;1;70;1;1;80;2;1;65,46;51,09;80,78;66,41
5;Kennedy;Microsclerotia;Potting Soil;3;147;0;0;5;0;5;0;20;1;65;1;1;75;2;1;63,26;48,94;76,97;62,65
5;Kennedy;Microsclerotia;Potting Soil;3;148;0;0;0;0;0;0;0;0;0;0;0;10;0;1;69,18;56,86;73,43;61,11
5;Kennedy;Microsclerotia;Potting Soil;3;149;0;0;5;0;5;0;20;1;50;1;1;55;2;1;67,08;53,94;75,96;62,82
5;Kennedy;Microsclerotia;Potting Soil;3;150;0;0;0;0;0;0;20;1;55;2;1;55;2;1;64,28;53,4;73,41;62,53
5;Kennedy;Microsclerotia;Potting Soil;3;151;0;0;0;0;0;0;30;1;65;1;1;75;2;1;62,74;53,22;72,73;63,21
5;Kennedy;Microsclerotia;Potting Soil;3;152;0;0;0;0;0;0;40;1;55;1;1;75;2;1;64,32;51,86;70,32;57,86
5;Kennedy;Microsclerotia;Potting Soil;4;153;0;0;5;0;10;1;80;1;85;3;1;85;3;1;72,3;59,34;78,04;65,08
5;Kennedy;Microsclerotia;Potting Soil;4;154;0;0;0;0;0;0;10;1;45;3;1;50;3;1;72,6;58,68;75,28;61,36
5;Kennedy;Microsclerotia;Potting Soil;4;155;0;0;0;0;10;1;10;1;25;1;1;35;3;1;75,17;62,37;77,89;65,09
5;Kennedy;Microsclerotia;Potting Soil;4;156;0;0;0;0;10;1;10;1;15;2;1;25;3;1;75,84;63,76;80,99;68,91
5;Kennedy;Microsclerotia;Potting Soil;4;157;0;0;0;0;0;0;0;0;15;3;1;20;3;1;78,06;65,31;83,97;71,22
5;Kennedy;Microsclerotia;Potting Soil;4;158;0;0;0;0;10;1;10;1;25;2;1;25;3;1;73,3;60,4;75,55;62,65
5;Kennedy;Microsclerotia;Potting Soil;4;159;0;0;5;0;10;1;10;1;30;3;1;50;3;1;70,64;58,04;72,37;59,77
5;Kennedy;Microsclerotia;Potting Soil;4;160;0;0;0;0;0;0;5;0;50;3;1;50;3;1;76,48;66,36;78,1;67,98
6;Kennedy;Conidia;Potting Soil;1;161;0;0;25;1;30;1;45;1;65;3;1;90;3;1;74,51;63,47;75,07;64,03
6;Kennedy;Conidia;Potting Soil;1;162;0;0;20;1;40;1;45;1;60;3;1;80;3;1;78,12;66,16;78,89;66,93
6;Kennedy;Conidia;Potting Soil;1;163;0;0;20;1;40;1;75;1;90;3;1;95;3;1;77,36;63,15;80,16;65,95
6;Kennedy;Conidia;Potting Soil;1;164;0;2;60;1;70;1;90;1;95;3;1;95;3;1;70,77;57,32;77,05;63,6
6;Kennedy;Conidia;Potting Soil;1;165;0;0;30;1;45;1;60;1;60;3;1;70;3;1;63,86;51,7;68,75;56,59
6;Kennedy;Conidia;Potting Soil;1;166;0;0;20;1;20;1;55;1;60;3;1;70;3;1;59,56;48,08;68,76;57,28
6;Kennedy;Conidia;Potting Soil;1;167;0;0;5;0;30;1;40;1;40;3;1;50;3;1;58,68;45,85;65,34;52,51
6;Kennedy;Conidia;Potting Soil;1;168;0;0;5;0;30;1;40;1;40;3;1;40;3;1;68,9;55,83;75,86;62,79
6;Kennedy;Conidia;Potting Soil;2;169;0;0;0;0;0;0;20;1;50;2;1;60;3;1;64,25;53,67;68,88;58,3
6;Kennedy;Conidia;Potting Soil;2;170;0;0;0;0;0;0;5;0;20;1;1;30;2;1;66,51;54,28;72,5;60,27
6;Kennedy;Conidia;Potting Soil;2;171;0;0;5;0;25;1;70;1;75;3;1;80;3;1;68,78;55,16;78,67;65,05
6;Kennedy;Conidia;Potting Soil;2;172;0;9;65;1;65;1;80;1;90;3;1;90;3;1;73,22;60,34;79,39;66,51
6;Kennedy;Conidia;Potting Soil;2;173;0;0;30;1;30;1;75;1;75;3;1;80;3;1;66,28;54,82;75,76;64,3
6;Kennedy;Conidia;Potting Soil;2;174;0;0;5;0;5;0;30;1;50;3;1;85;3;1;61,72;49,84;72,68;60,8
6;Kennedy;Conidia;Potting Soil;2;175;0;1;5;0;10;1;40;1;40;2;1;85;3;1;63,39;48,83;74,86;60,3
6;Kennedy;Conidia;Potting Soil;2;176;0;2;15;1;15;1;45;1;65;2;1;85;2;1;62,25;49,28;76,24;63,27
6;Kennedy;Conidia;Potting Soil;3;177;0;0;35;1;75;1;75;1;80;2;1;90;2;1;62,4;48;70,67;56,27
6;Kennedy;Conidia;Potting Soil;3;178;0;2;60;1;70;1;70;1;85;2;1;90;2;1;59,51;44,32;73,55;58,36
6;Kennedy;Conidia;Potting Soil;3;179;0;1;75;1;85;1;85;1;90;3;1;95;3;1;49,57;37,77;61,83;50,03
6;Kennedy;Conidia;Potting Soil;3;180;0;2;50;1;65;1;75;1;80;3;1;95;3;1;61,04;47,72;67,07;53,75
6;Kennedy;Conidia;Potting Soil;3;181;0;0;20;1;25;1;70;1;75;2;1;95;2;1;58,15;44,31;64,47;50,63
6;Kennedy;Conidia;Potting Soil;3;182;0;0;15;1;25;1;55;1;80;1;1;90;2;1;49,77;37,94;56,44;44,61
6;Kennedy;Conidia;Potting Soil;3;183;0;0;70;1;90;1;95;1;95;2;1;95;3;1;59,47;44,5;65,35;50,38
6;Kennedy;Conidia;Potting Soil;3;184;0;0;50;1;50;1;75;1;80;2;1;90;2;1;62;47,96;67,28;53,24
6;Kennedy;Conidia;Potting Soil;4;185;0;0;60;1;75;1;75;1;80;2;1;85;3;1;68,18;53,18;72,63;57,63
6;Kennedy;Conidia;Potting Soil;4;186;0;0;10;1;20;1;70;1;70;3;1;70;3;1;64,35;52,54;66,73;54,92
6;Kennedy;Conidia;Potting Soil;4;187;0;0;5;0;20;1;40;1;70;3;1;70;3;1;58,79;41,71;64,86;47,78
6;Kennedy;Conidia;Potting Soil;4;188;0;0;5;0;5;0;30;1;65;3;1;70;3;1;73,69;61,64;74,96;62,91
6;Kennedy;Conidia;Potting Soil;4;189;0;0;5;0;10;1;40;1;60;2;1;60;2;1;78,66;64,97;79,72;66,03
6;Kennedy;Conidia;Potting Soil;4;190;0;0;5;0;25;1;25;1;50;2;1;80;3;1;72,12;59,69;76,25;63,82
6;Kennedy;Conidia;Potting Soil;4;191;0;0;15;1;25;1;50;1;75;3;1;80;3;1;75,5;63,16;78,95;66,61
6;Kennedy;Conidia;Potting Soil;4;192;0;0;5;0;15;1;60;1;70;1;1;80;2;1;65,63;55,13;71,98;61,48
7;Myra;negative control;Potting Soil;1;193;0;1;5;0;5;0;5;0;0;0;0;0;0;0;69,04;58,04;76,82;65,82
7;Myra;negative control;Potting Soil;1;194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71,74;58,19;79,23;65,68
7;Myra;negative control;Potting Soil;1;195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70,17;58,1;75,97;63,9
7;Myra;negative control;Potting Soil;1;196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56,86;40,99;71,23;55,36
7;Myra;negative control;Potting Soil;1;197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61,2;46,25;74,73;59,78
7;Myra;negative control;Potting Soil;1;198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63,78;47,09;78,33;61,64
7;Myra;negative control;Potting Soil;1;199;0;0;5;0;5;0;5;0;0;0;0;5;3;0;66,12;49,39;75,75;59,02
7;Myra;negative control;Potting Soil;1;200;0;0;5;0;5;0;5;0;5;3;0;5;3;0;57,89;43,45;69,15;54,71
7;Myra;negative control;Potting Soil;2;201;0;0;0;0;0;0;0;0;5;1;0;5;3;0;64,69;50,93;77,27;63,51
7;Myra;negative control;Potting Soil;2;202;0;1;5;0;5;0;5;0;5;1;0;5;2;0;66,09;50,11;78,15;62,17
7;Myra;negative control;Potting Soil;2;203;0;3;5;0;5;0;5;0;5;1;0;5;1;0;61,25;46,14;73,59;58,48
7;Myra;negative control;Potting Soil;2;204;0;0;0;0;5;0;5;0;0;0;0;0;0;0;59,94;44,37;76,99;61,42
7;Myra;negative control;Potting Soil;2;205;0;0;0;0;5;0;5;0;5;1;0;5;3;0;61,45;44,29;74,04;56,88
7;Myra;negative control;Potting Soil;2;206;0;0;0;0;0;0;0;0;0;0;0;5;1;0;61,31;45,71;74,68;59,08
7;Myra;negative control;Potting Soil;2;207;0;1;5;0;5;0;5;0;5;2;0;5;2;0;67,17;50,62;87,35;70,8
7;Myra;negative control;Potting Soil;2;208;0;0;0;0;0;0;0;0;5;1;0;5;2;0;67,93;51,88;83;66,95
